Record_ID,City,Location,Date,Time,Vehicle_Count,Traffic_Density,Accident_Reported,Weather,Road_Type
1235,Udaipur,Goverdhan Vilas,21-02-2024,11:00:00,413,Low,Yes,Clear,NH
1236,Udaipur,Goverdhan Vilas,21-02-2024,12:00:00,174,Low,Yes,Clear,NH
1237,Udaipur,Goverdhan Vilas,21-02-2024,13:00:00,133,High,Yes,Foggy,City Road
1238,Udaipur,Hiran Magri,21-02-2024,14:00:00,412,Medium,No,Clear,Residential
1239,Udaipur,Surajpole,21-02-2024,15:00:00,251,High,Yes,Foggy,NH
1240,Udaipur,Udiapole,21-02-2024,16:00:00,342,Medium,Yes,Foggy,Residential
1241,Udaipur,Goverdhan Vilas,21-02-2024,17:00:00,346,Medium,Yes,Clear,NH
1242,Udaipur,Hiran Magri,21-02-2024,18:00:00,254,High,No,Foggy,Residential
1243,Udaipur,Goverdhan Vilas,21-02-2024,19:00:00,250,Medium,Yes,Clear,Residential
1244,Udaipur,Surajpole,21-02-2024,20:00:00,332,High,No,Clear,NH
1245,Udaipur,Chetak Circle,21-02-2024,21:00:00,153,Low,No,Clear,Residential
1246,Udaipur,Hiran Magri,21-02-2024,22:00:00,216,High,No,Clear,NH
1247,Udaipur,Chetak Circle,21-02-2024,23:00:00,490,High,Yes,Rainy,City Road
1248,Udaipur,Goverdhan Vilas,22-02-2024,00:00:00,217,Low,Yes,Rainy,NH
1249,Udaipur,Chetak Circle,22-02-2024,01:00:00,426,High,No,Rainy,City Road
1250,Udaipur,Goverdhan Vilas,22-02-2024,02:00:00,66,Low,Yes,Clear,Residential
1251,Udaipur,Goverdhan Vilas,22-02-2024,03:00:00,125,High,Yes,Rainy,City Road
1252,Udaipur,Chetak Circle,22-02-2024,04:00:00,409,Low,Yes,Foggy,Residential
1253,Udaipur,Udiapole,22-02-2024,05:00:00,354,Low,Yes,Clear,City Road
1254,Udaipur,Udiapole,22-02-2024,06:00:00,290,Low,No,Foggy,City Road
1255,Udaipur,Goverdhan Vilas,22-02-2024,07:00:00,327,Low,No,Clear,NH
1256,Udaipur,Hiran Magri,22-02-2024,08:00:00,258,Low,Yes,Foggy,City Road
1257,Udaipur,Udiapole,22-02-2024,09:00:00,348,Low,Yes,Clear,Residential
1258,Udaipur,Goverdhan Vilas,22-02-2024,10:00:00,205,High,No,Foggy,NH
1259,Udaipur,Chetak Circle,22-02-2024,11:00:00,345,High,Yes,Rainy,NH
1260,Udaipur,Hiran Magri,22-02-2024,12:00:00,462,Medium,No,Foggy,NH
1261,Udaipur,Hiran Magri,22-02-2024,13:00:00,301,Low,No,Rainy,Residential
1262,Udaipur,Fatehpura,22-02-2024,14:00:00,354,Low,Yes,Clear,City Road
1263,Udaipur,Chetak Circle,22-02-2024,15:00:00,99,High,Yes,Rainy,NH
1264,Udaipur,Udiapole,22-02-2024,16:00:00,228,High,No,Clear,NH
1265,Udaipur,Fatehpura,22-02-2024,17:00:00,419,Low,No,Rainy,NH
1266,Udaipur,Goverdhan Vilas,22-02-2024,18:00:00,392,Low,Yes,Rainy,Residential
1267,Udaipur,Fatehpura,22-02-2024,19:00:00,88,Low,Yes,Rainy,NH
1268,Udaipur,Surajpole,22-02-2024,20:00:00,419,High,No,Clear,Residential
1269,Udaipur,Goverdhan Vilas,22-02-2024,21:00:00,168,High,Yes,Clear,Residential
1270,Udaipur,Udiapole,22-02-2024,22:00:00,213,Medium,Yes,Rainy,City Road
1271,Udaipur,Chetak Circle,22-02-2024,23:00:00,113,Medium,Yes,Foggy,NH
1272,Udaipur,Hiran Magri,23-02-2024,00:00:00,498,High,No,Foggy,Residential
1273,Udaipur,Goverdhan Vilas,23-02-2024,01:00:00,125,Low,Yes,Rainy,City Road
1274,Udaipur,Surajpole,23-02-2024,02:00:00,71,High,Yes,Foggy,City Road
1275,Udaipur,Surajpole,23-02-2024,03:00:00,471,High,No,Clear,NH
1276,Udaipur,Udiapole,23-02-2024,04:00:00,132,High,Yes,Rainy,NH
1277,Udaipur,Chetak Circle,23-02-2024,05:00:00,431,Medium,No,Clear,City Road
1278,Udaipur,Udiapole,23-02-2024,06:00:00,477,Medium,No,Clear,NH
1279,Udaipur,Surajpole,23-02-2024,07:00:00,427,Low,Yes,Clear,NH
1280,Udaipur,Surajpole,23-02-2024,08:00:00,100,Low,No,Foggy,City Road
1281,Udaipur,Hiran Magri,23-02-2024,09:00:00,127,Medium,Yes,Foggy,City Road
1282,Udaipur,Goverdhan Vilas,23-02-2024,10:00:00,415,High,Yes,Foggy,Residential
1283,Udaipur,Hiran Magri,23-02-2024,11:00:00,190,Low,Yes,Rainy,City Road
1284,Udaipur,Hiran Magri,23-02-2024,12:00:00,220,Low,Yes,Clear,NH
1285,Udaipur,Chetak Circle,23-02-2024,13:00:00,149,High,Yes,Foggy,Residential
1286,Udaipur,Hiran Magri,23-02-2024,14:00:00,476,High,Yes,Rainy,Residential
1287,Udaipur,Hiran Magri,23-02-2024,15:00:00,229,Low,Yes,Rainy,City Road
1288,Udaipur,Fatehpura,23-02-2024,16:00:00,390,Medium,Yes,Rainy,Residential
1289,Udaipur,Udiapole,23-02-2024,17:00:00,316,Low,No,Clear,City Road
1290,Udaipur,Goverdhan Vilas,23-02-2024,18:00:00,337,Medium,No,Foggy,Residential
1291,Udaipur,Fatehpura,23-02-2024,19:00:00,161,Medium,Yes,Foggy,Residential
1292,Udaipur,Chetak Circle,23-02-2024,20:00:00,151,Low,Yes,Clear,NH
1293,Udaipur,Udiapole,23-02-2024,21:00:00,355,Medium,No,Rainy,Residential
1294,Udaipur,Hiran Magri,23-02-2024,22:00:00,350,High,Yes,Foggy,NH
1295,Udaipur,Surajpole,23-02-2024,23:00:00,248,Medium,Yes,Clear,Residential
1296,Udaipur,Fatehpura,24-02-2024,00:00:00,408,Medium,Yes,Clear,City Road
1297,Udaipur,Goverdhan Vilas,24-02-2024,01:00:00,128,Low,Yes,Clear,NH
1298,Udaipur,Chetak Circle,24-02-2024,02:00:00,111,Medium,No,Clear,City Road
1299,Udaipur,Fatehpura,24-02-2024,03:00:00,189,High,No,Foggy,Residential
1300,Udaipur,Surajpole,24-02-2024,04:00:00,467,High,Yes,Clear,NH
1301,Udaipur,Fatehpura,24-02-2024,05:00:00,213,Low,No,Foggy,City Road
1302,Udaipur,Chetak Circle,24-02-2024,06:00:00,152,Low,No,Rainy,Residential
1303,Udaipur,Fatehpura,24-02-2024,07:00:00,443,Medium,Yes,Foggy,City Road
1304,Udaipur,Hiran Magri,24-02-2024,08:00:00,343,High,Yes,Foggy,NH
1305,Udaipur,Hiran Magri,24-02-2024,09:00:00,131,Medium,No,Clear,NH
1306,Udaipur,Surajpole,24-02-2024,10:00:00,197,Medium,No,Rainy,Residential
1307,Udaipur,Fatehpura,24-02-2024,11:00:00,312,Medium,Yes,Rainy,Residential
1308,Udaipur,Udiapole,24-02-2024,12:00:00,337,High,Yes,Foggy,City Road
1309,Udaipur,Hiran Magri,24-02-2024,13:00:00,56,Low,No,Rainy,City Road
1310,Udaipur,Surajpole,24-02-2024,14:00:00,258,Low,Yes,Rainy,Residential
1311,Udaipur,Hiran Magri,24-02-2024,15:00:00,346,High,No,Rainy,NH
1312,Udaipur,Hiran Magri,24-02-2024,16:00:00,429,Medium,No,Foggy,Residential
1313,Udaipur,Goverdhan Vilas,24-02-2024,17:00:00,173,High,No,Clear,NH
1314,Udaipur,Udiapole,24-02-2024,18:00:00,185,Low,Yes,Rainy,NH
1315,Udaipur,Fatehpura,24-02-2024,19:00:00,347,Low,Yes,Rainy,Residential
1316,Udaipur,Fatehpura,24-02-2024,20:00:00,178,Low,No,Clear,City Road
1317,Udaipur,Goverdhan Vilas,24-02-2024,21:00:00,333,Medium,Yes,Rainy,Residential
1318,Udaipur,Hiran Magri,24-02-2024,22:00:00,143,High,Yes,Foggy,NH
1319,Udaipur,Udiapole,24-02-2024,23:00:00,251,High,Yes,Clear,City Road
1320,Udaipur,Surajpole,25-02-2024,00:00:00,296,Low,No,Rainy,NH
1321,Udaipur,Goverdhan Vilas,25-02-2024,01:00:00,329,Low,No,Foggy,City Road
1322,Udaipur,Fatehpura,25-02-2024,02:00:00,393,Medium,No,Foggy,City Road
1323,Udaipur,Hiran Magri,25-02-2024,03:00:00,346,Low,No,Clear,NH
1324,Udaipur,Surajpole,25-02-2024,04:00:00,198,Medium,No,Rainy,City Road
1325,Udaipur,Chetak Circle,25-02-2024,05:00:00,339,High,No,Foggy,NH
1326,Udaipur,Chetak Circle,25-02-2024,06:00:00,300,High,No,Clear,City Road
1327,Udaipur,Hiran Magri,25-02-2024,07:00:00,146,High,No,Foggy,Residential
1328,Udaipur,Surajpole,25-02-2024,08:00:00,359,Medium,Yes,Foggy,NH
1329,Udaipur,Hiran Magri,25-02-2024,09:00:00,332,High,No,Foggy,City Road
1330,Udaipur,Hiran Magri,25-02-2024,10:00:00,497,High,No,Foggy,Residential
1331,Udaipur,Udiapole,25-02-2024,11:00:00,488,Medium,Yes,Clear,City Road
1332,Udaipur,Surajpole,25-02-2024,12:00:00,440,High,No,Rainy,Residential
1333,Udaipur,Fatehpura,25-02-2024,13:00:00,96,Medium,Yes,Foggy,Residential
1334,Udaipur,Chetak Circle,25-02-2024,14:00:00,253,Low,Yes,Foggy,Residential
1335,Udaipur,Fatehpura,25-02-2024,15:00:00,290,High,Yes,Clear,Residential
1336,Udaipur,Goverdhan Vilas,25-02-2024,16:00:00,171,High,No,Rainy,NH
1337,Udaipur,Surajpole,25-02-2024,17:00:00,258,Low,Yes,Foggy,City Road
1338,Udaipur,Surajpole,25-02-2024,18:00:00,286,High,Yes,Clear,Residential
1339,Udaipur,Chetak Circle,25-02-2024,19:00:00,466,Medium,Yes,Clear,City Road
1340,Udaipur,Fatehpura,25-02-2024,20:00:00,230,Low,Yes,Clear,NH
1341,Udaipur,Chetak Circle,25-02-2024,21:00:00,466,Medium,Yes,Rainy,Residential
1342,Udaipur,Udiapole,25-02-2024,22:00:00,345,High,Yes,Foggy,NH
1343,Udaipur,Fatehpura,25-02-2024,23:00:00,340,High,No,Rainy,City Road
1344,Udaipur,Udiapole,26-02-2024,00:00:00,94,Medium,Yes,Foggy,City Road
1345,Udaipur,Surajpole,26-02-2024,01:00:00,440,High,Yes,Clear,NH
1346,Udaipur,Hiran Magri,26-02-2024,02:00:00,108,Low,No,Rainy,City Road
1347,Udaipur,Surajpole,26-02-2024,03:00:00,181,Low,No,Clear,NH
1348,Udaipur,Chetak Circle,26-02-2024,04:00:00,337,High,Yes,Rainy,NH
1349,Udaipur,Chetak Circle,26-02-2024,05:00:00,144,High,Yes,Rainy,City Road
1350,Udaipur,Goverdhan Vilas,26-02-2024,06:00:00,275,High,No,Foggy,Residential
1351,Udaipur,Surajpole,26-02-2024,07:00:00,267,High,No,Clear,Residential
1352,Udaipur,Hiran Magri,26-02-2024,08:00:00,476,High,No,Clear,Residential
1353,Udaipur,Surajpole,26-02-2024,09:00:00,96,High,No,Foggy,City Road
1354,Udaipur,Chetak Circle,26-02-2024,10:00:00,62,Medium,No,Rainy,Residential
1355,Udaipur,Fatehpura,26-02-2024,11:00:00,185,Medium,No,Clear,NH
1356,Udaipur,Udiapole,26-02-2024,12:00:00,212,Low,No,Clear,NH
1357,Udaipur,Udiapole,26-02-2024,13:00:00,105,Low,No,Clear,NH
1358,Udaipur,Fatehpura,26-02-2024,14:00:00,59,Low,No,Rainy,City Road
1359,Udaipur,Chetak Circle,26-02-2024,15:00:00,92,Medium,No,Rainy,City Road
1360,Udaipur,Chetak Circle,26-02-2024,16:00:00,178,Low,Yes,Clear,NH
1361,Udaipur,Surajpole,26-02-2024,17:00:00,233,High,Yes,Foggy,Residential
1362,Udaipur,Udiapole,26-02-2024,18:00:00,159,Medium,Yes,Clear,NH
1363,Udaipur,Udiapole,26-02-2024,19:00:00,424,Low,Yes,Foggy,NH
1364,Udaipur,Surajpole,26-02-2024,20:00:00,97,Low,No,Foggy,City Road
1365,Udaipur,Udiapole,26-02-2024,21:00:00,250,Low,No,Rainy,Residential
1366,Udaipur,Surajpole,26-02-2024,22:00:00,70,High,Yes,Foggy,Residential
1367,Udaipur,Surajpole,26-02-2024,23:00:00,212,Low,No,Rainy,NH
1368,Udaipur,Udiapole,27-02-2024,00:00:00,324,Low,Yes,Foggy,City Road
1369,Udaipur,Hiran Magri,27-02-2024,01:00:00,475,Medium,Yes,Foggy,NH
1370,Udaipur,Surajpole,27-02-2024,02:00:00,110,Low,Yes,Foggy,NH
1371,Udaipur,Surajpole,27-02-2024,03:00:00,237,Medium,Yes,Clear,NH
1372,Udaipur,Udiapole,27-02-2024,04:00:00,115,High,Yes,Rainy,City Road
1373,Udaipur,Chetak Circle,27-02-2024,05:00:00,265,Medium,Yes,Rainy,City Road
1374,Udaipur,Goverdhan Vilas,27-02-2024,06:00:00,312,Medium,Yes,Rainy,Residential
1375,Udaipur,Chetak Circle,27-02-2024,07:00:00,92,High,Yes,Rainy,Residential
1376,Udaipur,Surajpole,27-02-2024,08:00:00,152,Low,No,Foggy,Residential
1377,Udaipur,Fatehpura,27-02-2024,09:00:00,181,High,No,Rainy,Residential
1378,Udaipur,Fatehpura,27-02-2024,10:00:00,488,High,Yes,Clear,Residential
1379,Udaipur,Chetak Circle,27-02-2024,11:00:00,182,High,Yes,Clear,NH
1380,Udaipur,Fatehpura,27-02-2024,12:00:00,337,Low,No,Rainy,Residential
1381,Udaipur,Goverdhan Vilas,27-02-2024,13:00:00,394,Medium,No,Rainy,Residential
1382,Udaipur,Hiran Magri,27-02-2024,14:00:00,309,Low,Yes,Clear,NH
1383,Udaipur,Goverdhan Vilas,27-02-2024,15:00:00,141,High,No,Rainy,Residential
1384,Udaipur,Fatehpura,27-02-2024,16:00:00,481,Low,No,Clear,City Road
1385,Udaipur,Chetak Circle,27-02-2024,17:00:00,496,High,Yes,Foggy,NH
1386,Udaipur,Chetak Circle,27-02-2024,18:00:00,63,High,Yes,Foggy,City Road
1387,Udaipur,Goverdhan Vilas,27-02-2024,19:00:00,253,Medium,Yes,Foggy,City Road
1388,Udaipur,Goverdhan Vilas,27-02-2024,20:00:00,492,Medium,No,Foggy,Residential
1389,Udaipur,Udiapole,27-02-2024,21:00:00,357,Medium,Yes,Clear,City Road
1390,Udaipur,Udiapole,27-02-2024,22:00:00,145,High,Yes,Foggy,NH
1391,Udaipur,Goverdhan Vilas,27-02-2024,23:00:00,432,Low,No,Foggy,NH
1392,Udaipur,Goverdhan Vilas,28-02-2024,00:00:00,209,High,Yes,Rainy,NH
1393,Udaipur,Hiran Magri,28-02-2024,01:00:00,344,High,No,Rainy,NH
1394,Udaipur,Udiapole,28-02-2024,02:00:00,66,Medium,Yes,Foggy,NH
1395,Udaipur,Hiran Magri,28-02-2024,03:00:00,180,Medium,Yes,Foggy,NH
1396,Udaipur,Surajpole,28-02-2024,04:00:00,248,Medium,No,Foggy,City Road
1397,Udaipur,Chetak Circle,28-02-2024,05:00:00,189,Medium,Yes,Clear,NH
1398,Udaipur,Fatehpura,28-02-2024,06:00:00,336,Medium,Yes,Clear,NH
1399,Udaipur,Surajpole,28-02-2024,07:00:00,446,Low,No,Foggy,NH
1400,Udaipur,Goverdhan Vilas,28-02-2024,08:00:00,327,Medium,Yes,Foggy,Residential
1401,Udaipur,Hiran Magri,28-02-2024,09:00:00,167,High,No,Clear,Residential
1402,Udaipur,Hiran Magri,28-02-2024,10:00:00,128,Medium,Yes,Foggy,Residential
1403,Udaipur,Hiran Magri,28-02-2024,11:00:00,220,High,No,Clear,City Road
1404,Udaipur,Chetak Circle,28-02-2024,12:00:00,56,Low,Yes,Rainy,NH
1405,Udaipur,Goverdhan Vilas,28-02-2024,13:00:00,155,Medium,Yes,Clear,NH
1406,Udaipur,Chetak Circle,28-02-2024,14:00:00,346,Low,No,Foggy,NH
1407,Udaipur,Udiapole,28-02-2024,15:00:00,243,Low,No,Foggy,NH
1408,Udaipur,Fatehpura,28-02-2024,16:00:00,300,Low,No,Rainy,NH
1409,Udaipur,Hiran Magri,28-02-2024,17:00:00,424,Medium,No,Foggy,City Road
1410,Udaipur,Hiran Magri,28-02-2024,18:00:00,417,Low,Yes,Foggy,Residential
1411,Udaipur,Udiapole,28-02-2024,19:00:00,252,High,No,Rainy,NH
1412,Udaipur,Goverdhan Vilas,28-02-2024,20:00:00,289,High,No,Clear,City Road
1413,Udaipur,Hiran Magri,28-02-2024,21:00:00,214,High,Yes,Clear,NH
1414,Udaipur,Fatehpura,28-02-2024,22:00:00,271,Low,Yes,Clear,City Road
1415,Udaipur,Udiapole,28-02-2024,23:00:00,193,Medium,No,Clear,Residential
1416,Udaipur,Fatehpura,29-02-2024,00:00:00,225,Low,Yes,Foggy,City Road
1417,Udaipur,Hiran Magri,29-02-2024,01:00:00,446,Low,No,Clear,City Road
1418,Udaipur,Hiran Magri,29-02-2024,02:00:00,108,Low,No,Clear,NH
1419,Udaipur,Goverdhan Vilas,29-02-2024,03:00:00,336,High,No,Clear,City Road
1420,Udaipur,Hiran Magri,29-02-2024,04:00:00,128,High,No,Rainy,NH
1421,Udaipur,Udiapole,29-02-2024,05:00:00,438,Medium,No,Clear,NH
1422,Udaipur,Fatehpura,29-02-2024,06:00:00,444,Low,Yes,Foggy,NH
1423,Udaipur,Chetak Circle,29-02-2024,07:00:00,217,Low,No,Foggy,Residential
1424,Udaipur,Hiran Magri,29-02-2024,08:00:00,260,High,Yes,Rainy,Residential
1425,Udaipur,Goverdhan Vilas,29-02-2024,09:00:00,471,High,Yes,Foggy,NH
1426,Udaipur,Hiran Magri,29-02-2024,10:00:00,160,High,No,Foggy,Residential
1427,Udaipur,Chetak Circle,29-02-2024,11:00:00,443,High,No,Rainy,NH
1428,Udaipur,Surajpole,29-02-2024,12:00:00,72,High,No,Clear,Residential
1429,Udaipur,Surajpole,29-02-2024,13:00:00,497,High,No,Rainy,Residential
1430,Udaipur,Hiran Magri,29-02-2024,14:00:00,117,Medium,Yes,Clear,Residential
1431,Udaipur,Goverdhan Vilas,29-02-2024,15:00:00,68,Medium,No,Clear,NH
1432,Udaipur,Hiran Magri,29-02-2024,16:00:00,332,Low,No,Clear,City Road
1433,Udaipur,Goverdhan Vilas,29-02-2024,17:00:00,139,Low,No,Foggy,Residential
1434,Udaipur,Surajpole,29-02-2024,18:00:00,383,Medium,No,Clear,City Road
1435,Udaipur,Udiapole,29-02-2024,19:00:00,386,Low,No,Clear,Residential
1436,Udaipur,Hiran Magri,29-02-2024,20:00:00,486,Low,Yes,Foggy,City Road
1437,Udaipur,Chetak Circle,29-02-2024,21:00:00,287,Low,Yes,Clear,NH
1438,Udaipur,Chetak Circle,29-02-2024,22:00:00,426,Medium,No,Clear,Residential
1439,Udaipur,Udiapole,29-02-2024,23:00:00,203,Medium,No,Rainy,Residential
1440,Udaipur,Hiran Magri,01-03-2024,00:00:00,209,Low,Yes,Rainy,City Road
1441,Udaipur,Surajpole,01-03-2024,01:00:00,289,Low,No,Foggy,City Road
1442,Udaipur,Fatehpura,01-03-2024,02:00:00,73,Medium,No,Clear,Residential
1443,Udaipur,Chetak Circle,01-03-2024,03:00:00,256,Low,Yes,Clear,City Road
1444,Udaipur,Goverdhan Vilas,01-03-2024,04:00:00,145,Medium,Yes,Foggy,Residential
1445,Udaipur,Chetak Circle,01-03-2024,05:00:00,100,Low,Yes,Rainy,City Road
1446,Udaipur,Chetak Circle,01-03-2024,06:00:00,213,High,Yes,Clear,NH
1447,Udaipur,Goverdhan Vilas,01-03-2024,07:00:00,223,Medium,No,Clear,Residential
1448,Udaipur,Fatehpura,01-03-2024,08:00:00,414,Medium,Yes,Clear,Residential
1449,Udaipur,Udiapole,01-03-2024,09:00:00,111,High,Yes,Clear,City Road
1450,Udaipur,Fatehpura,01-03-2024,10:00:00,182,Medium,No,Clear,City Road
1451,Udaipur,Udiapole,01-03-2024,11:00:00,418,Low,Yes,Foggy,Residential
1452,Udaipur,Surajpole,01-03-2024,12:00:00,265,Medium,No,Rainy,NH
1453,Udaipur,Udiapole,01-03-2024,13:00:00,151,Low,No,Rainy,NH
1454,Udaipur,Chetak Circle,01-03-2024,14:00:00,428,High,No,Clear,Residential
1455,Udaipur,Udiapole,01-03-2024,15:00:00,424,Low,Yes,Foggy,NH
1456,Udaipur,Chetak Circle,01-03-2024,16:00:00,162,Low,Yes,Clear,City Road
1457,Udaipur,Chetak Circle,01-03-2024,17:00:00,287,Low,No,Rainy,Residential
1458,Udaipur,Chetak Circle,01-03-2024,18:00:00,333,Low,No,Clear,City Road
1459,Udaipur,Udiapole,01-03-2024,19:00:00,289,Low,Yes,Rainy,City Road
1460,Udaipur,Goverdhan Vilas,01-03-2024,20:00:00,388,Medium,Yes,Clear,Residential
1461,Udaipur,Fatehpura,01-03-2024,21:00:00,197,High,No,Rainy,Residential
1462,Udaipur,Surajpole,01-03-2024,22:00:00,56,Low,No,Rainy,Residential
1463,Udaipur,Goverdhan Vilas,01-03-2024,23:00:00,227,High,Yes,Rainy,City Road
1464,Udaipur,Hiran Magri,02-03-2024,00:00:00,211,High,Yes,Foggy,NH
1465,Udaipur,Chetak Circle,02-03-2024,01:00:00,309,Medium,No,Rainy,City Road
1466,Udaipur,Hiran Magri,02-03-2024,02:00:00,153,Medium,No,Clear,NH
1467,Udaipur,Udiapole,02-03-2024,03:00:00,495,Medium,Yes,Rainy,NH
1468,Udaipur,Hiran Magri,02-03-2024,04:00:00,89,Low,Yes,Rainy,Residential
1469,Udaipur,Chetak Circle,02-03-2024,05:00:00,162,Medium,No,Clear,NH
1470,Udaipur,Chetak Circle,02-03-2024,06:00:00,71,Low,Yes,Clear,City Road
1471,Udaipur,Goverdhan Vilas,02-03-2024,07:00:00,91,High,Yes,Clear,Residential
1472,Udaipur,Surajpole,02-03-2024,08:00:00,144,Low,Yes,Rainy,NH
1473,Udaipur,Hiran Magri,02-03-2024,09:00:00,122,Medium,No,Rainy,NH
1474,Udaipur,Goverdhan Vilas,02-03-2024,10:00:00,112,Low,No,Foggy,City Road
1475,Udaipur,Hiran Magri,02-03-2024,11:00:00,402,High,No,Clear,City Road
1476,Udaipur,Fatehpura,02-03-2024,12:00:00,140,Medium,Yes,Rainy,NH
1477,Udaipur,Fatehpura,02-03-2024,13:00:00,317,Low,Yes,Rainy,Residential
1478,Udaipur,Chetak Circle,02-03-2024,14:00:00,409,Low,Yes,Foggy,Residential
1479,Udaipur,Chetak Circle,02-03-2024,15:00:00,417,High,Yes,Rainy,Residential
1480,Udaipur,Hiran Magri,02-03-2024,16:00:00,132,Medium,No,Rainy,NH
1481,Udaipur,Hiran Magri,02-03-2024,17:00:00,448,Medium,Yes,Clear,Residential
1482,Udaipur,Hiran Magri,02-03-2024,18:00:00,117,Low,No,Clear,Residential
1483,Udaipur,Goverdhan Vilas,02-03-2024,19:00:00,455,High,Yes,Foggy,NH
1484,Udaipur,Fatehpura,02-03-2024,20:00:00,292,Medium,Yes,Rainy,NH
1485,Udaipur,Fatehpura,02-03-2024,21:00:00,486,Medium,Yes,Clear,NH
1486,Udaipur,Surajpole,02-03-2024,22:00:00,493,Low,Yes,Rainy,Residential
1487,Udaipur,Fatehpura,02-03-2024,23:00:00,133,High,No,Clear,Residential
1488,Udaipur,Goverdhan Vilas,03-03-2024,00:00:00,71,Low,Yes,Clear,City Road
1489,Udaipur,Hiran Magri,03-03-2024,01:00:00,219,Medium,No,Foggy,Residential
1490,Udaipur,Goverdhan Vilas,03-03-2024,02:00:00,115,High,Yes,Rainy,NH
1491,Udaipur,Fatehpura,03-03-2024,03:00:00,434,High,Yes,Rainy,NH
1492,Udaipur,Chetak Circle,03-03-2024,04:00:00,304,High,Yes,Foggy,Residential
1493,Udaipur,Fatehpura,03-03-2024,05:00:00,242,Low,No,Foggy,NH
1494,Udaipur,Fatehpura,03-03-2024,06:00:00,461,Medium,No,Foggy,Residential
1495,Udaipur,Surajpole,03-03-2024,07:00:00,222,Low,No,Clear,City Road
1496,Udaipur,Chetak Circle,03-03-2024,08:00:00,177,Low,Yes,Foggy,NH
1497,Udaipur,Hiran Magri,03-03-2024,09:00:00,145,High,No,Rainy,Residential
1498,Udaipur,Surajpole,03-03-2024,10:00:00,60,High,Yes,Rainy,City Road
1499,Udaipur,Hiran Magri,03-03-2024,11:00:00,371,High,Yes,Rainy,City Road
1500,Udaipur,Udiapole,03-03-2024,12:00:00,197,Low,No,Rainy,NH
1501,Udaipur,Udiapole,03-03-2024,13:00:00,463,High,No,Foggy,City Road
1502,Udaipur,Fatehpura,03-03-2024,14:00:00,383,Medium,No,Clear,NH
1503,Udaipur,Surajpole,03-03-2024,15:00:00,499,Low,Yes,Clear,NH
1504,Udaipur,Goverdhan Vilas,03-03-2024,16:00:00,347,Medium,No,Rainy,Residential
1505,Udaipur,Udiapole,03-03-2024,17:00:00,361,Low,No,Foggy,NH
1506,Udaipur,Hiran Magri,03-03-2024,18:00:00,156,High,No,Foggy,NH
1507,Udaipur,Chetak Circle,03-03-2024,19:00:00,308,Low,Yes,Rainy,City Road
1508,Udaipur,Chetak Circle,03-03-2024,20:00:00,406,High,No,Clear,NH
1509,Udaipur,Surajpole,03-03-2024,21:00:00,130,Medium,No,Foggy,NH
1510,Udaipur,Hiran Magri,03-03-2024,22:00:00,250,Low,Yes,Rainy,Residential
1511,Udaipur,Chetak Circle,03-03-2024,23:00:00,70,Medium,No,Rainy,Residential
1512,Udaipur,Surajpole,04-03-2024,00:00:00,189,Low,No,Clear,Residential
1513,Udaipur,Surajpole,04-03-2024,01:00:00,142,Medium,No,Clear,Residential
1514,Udaipur,Fatehpura,04-03-2024,02:00:00,191,Medium,Yes,Clear,Residential
1515,Udaipur,Goverdhan Vilas,04-03-2024,03:00:00,423,Medium,No,Foggy,NH
1516,Udaipur,Udiapole,04-03-2024,04:00:00,145,High,Yes,Foggy,NH
1517,Udaipur,Goverdhan Vilas,04-03-2024,05:00:00,215,Low,No,Foggy,Residential
1518,Udaipur,Surajpole,04-03-2024,06:00:00,294,Low,No,Clear,City Road
1519,Udaipur,Fatehpura,04-03-2024,07:00:00,125,Low,No,Rainy,City Road
1520,Udaipur,Goverdhan Vilas,04-03-2024,08:00:00,310,Low,No,Foggy,City Road
1521,Udaipur,Udiapole,04-03-2024,09:00:00,464,High,No,Foggy,NH
1522,Udaipur,Surajpole,04-03-2024,10:00:00,72,Medium,No,Rainy,Residential
1523,Udaipur,Surajpole,04-03-2024,11:00:00,158,Low,No,Rainy,City Road
1524,Udaipur,Goverdhan Vilas,04-03-2024,12:00:00,307,Low,No,Clear,NH
1525,Udaipur,Udiapole,04-03-2024,13:00:00,462,Medium,No,Foggy,City Road
1526,Udaipur,Udiapole,04-03-2024,14:00:00,291,Medium,No,Clear,Residential
1527,Udaipur,Surajpole,04-03-2024,15:00:00,420,Medium,Yes,Clear,NH
1528,Udaipur,Hiran Magri,04-03-2024,16:00:00,262,Medium,Yes,Rainy,City Road
1529,Udaipur,Fatehpura,04-03-2024,17:00:00,220,High,Yes,Foggy,NH
1530,Udaipur,Chetak Circle,04-03-2024,18:00:00,472,Low,Yes,Clear,NH
1531,Udaipur,Udiapole,04-03-2024,19:00:00,450,Medium,Yes,Clear,NH
1532,Udaipur,Surajpole,04-03-2024,20:00:00,120,High,Yes,Foggy,NH
1533,Udaipur,Hiran Magri,04-03-2024,21:00:00,485,Medium,No,Clear,City Road
1534,Udaipur,Hiran Magri,04-03-2024,22:00:00,451,Low,Yes,Clear,Residential
1535,Udaipur,Udiapole,04-03-2024,23:00:00,92,Medium,No,Clear,City Road
1536,Udaipur,Udiapole,05-03-2024,00:00:00,424,Low,No,Clear,NH
1537,Udaipur,Udiapole,05-03-2024,01:00:00,195,Medium,Yes,Clear,Residential
